,0,1,2
600,Spider-Man: Into the Spider-Verse  2018) (co-director with Bob Persichetti and,dney,https://en.wikipedia.org/wiki/Peter_Ramsey
601,Scary Movie 5,2013,https://en.wikipedia.org/wiki/Malcolm_D._Lee
602,Barnaby Jones,1975-1980,https://en.wikipedia.org/wiki/Carl_Franklin
603,Portrait: An American Concert Pianist,1989,https://en.wikipedia.org/wiki/Nina_Gamble_Kennedy
604,Ballistic,1995,https://en.wikipedia.org/wiki/Michael_Jai_White
605,Sleeping on a train in Motion,1999,https://en.wikipedia.org/wiki/M._Asli_Dukan
606,Dead Connection,1994,https://en.wikipedia.org/wiki/Tim_Russ
607,She's Gotta Have It,2019,https://en.wikipedia.org/wiki/George_C._Wolfe
608,Black Panther: Wakanda Forever,2022,https://en.wikipedia.org/wiki/Ryan_Coogler
609,Cradle 2 the Grave,2003,https://en.wikipedia.org/wiki/Kevin_Grevioux
610,M.O.M.M,2011,https://en.wikipedia.org/wiki/M._Asli_Dukan
611,Mississippi Masala,1991,https://en.wikipedia.org/wiki/Charles_S._Dutton
612,The Santa Clause 3: The Escape Clause,2006,https://en.wikipedia.org/wiki/Aisha_Tyler
613,Green Lantern: Beware My Power,2022,https://en.wikipedia.org/wiki/John_Semper
614,I & I: An African Allegory,1979,https://en.wikipedia.org/wiki/Ben_Caldwell_(filmmaker)
615,Cotton Comes to Harlem,1970,https://en.wikipedia.org/wiki/Raymond_St._Jacques
616,"^ Brodesser, Charles Lyons,Claude; Lyons, Charles; Brodesser, Claude",2000,https://en.wikipedia.org/wiki/Markus_Redmond
617,"^ ""1 Hands-On Approach to Casting a Horror Film"". Backstage.com. Retrieved 2016-03-29.",2016,https://en.wikipedia.org/wiki/Taylor_Ri%27chard
618,'The Future of All Fragile Things,2015,https://en.wikipedia.org/wiki/Donari_Braxton
619,"^ Foster, Gwendolyn Audrey",1995,https://en.wikipedia.org/wiki/Barbara_McCullough
620,The Gingerbread Man,1998,https://en.wikipedia.org/wiki/Troy_Byer
621,Wild in the Streets,1968,https://en.wikipedia.org/wiki/Richard_Pryor
622,No Way Out,1950,https://en.wikipedia.org/wiki/Ossie_Davis
623,Pauline Alone,2014,https://en.wikipedia.org/wiki/Janicza_Bravo
624,"^ Foundas, Scott",2002,https://en.wikipedia.org/wiki/Jeffrey_W._Byrd
625,"The Alexander Plays...Suzanne in Stages , Adrienne Kennedy playwright",1996,https://en.wikipedia.org/wiki/Seret_Scott
626,The Making of 'Illegal Tender',2008,https://en.wikipedia.org/wiki/John_Singleton
627,Fragrance,1991,https://en.wikipedia.org/wiki/Melvonna_Ballenger
628,"^ ""Dawn Porter '88"". Swarthmore College. 2011. Retrieved February 26, 2016.",2011,https://en.wikipedia.org/wiki/Dawn_Porter_(filmmaker)
629,Girls Trip,2017,https://en.wikipedia.org/wiki/Malcolm_D._Lee
630,Love Is Not Enough,1978,https://en.wikipedia.org/wiki/Deborah_Pratt
631,Lookin' to Get Out,1982,https://en.wikipedia.org/wiki/Larry_%22Flash%22_Jenkins
632,The Watermelon Woman,1996,https://en.wikipedia.org/wiki/Pearl_Bowser
633,Baretta,1975,https://en.wikipedia.org/wiki/Michael_Schultz
634,Concrete Cowboy,2020,https://en.wikipedia.org/wiki/Lee_Daniels
635,"Weep Not for Me, Gus Edwards playwright",1981,https://en.wikipedia.org/wiki/Seret_Scott
636,American Gigolo,1980,https://en.wikipedia.org/wiki/Bill_Duke
637,"Owusu, Akosua Adoma, and Adwoa Adu-Gyamfi. Me broni ba. New York, NY: Cinema Guild",2009,https://en.wikipedia.org/wiki/Akosua_Adoma_Owusu
638,Training Day,2001,https://en.wikipedia.org/wiki/Antoine_Fuqua
639,"^ ""Playin' For Love"". Black Cinema Connection. 2014-11-05. Retrieved 2018-03-06.",2014,https://en.wikipedia.org/wiki/Robert_Townsend_(actor)
640,Shark Tale,2004,https://en.wikipedia.org/wiki/Doug_E._Doug
641,The Good Lord Bird,2020,https://en.wikipedia.org/wiki/Hughes_brothers
642,The Blessing Way,2000,https://en.wikipedia.org/wiki/Alile_Sharon_Larkin
643,Colors,1988,https://en.wikipedia.org/wiki/Damon_Wayans
644,A Different Image,1982,https://en.wikipedia.org/wiki/Alile_Sharon_Larkin
645,500 Years Later,2005,https://en.wikipedia.org/wiki/M._K._Asante
646,Never Forget 1994 Documentary Short,1994,https://en.wikipedia.org/wiki/Leslie_Harris_(director)
647,Deadlocked,2000,https://en.wikipedia.org/wiki/Jo_D._Jonz
648,"^ ""'Novitiate' Director Maggie Betts Signs With CAA",2017,https://en.wikipedia.org/wiki/Maggie_Betts
649,Pinocchio and the Emperor of the Night,1987,https://en.wikipedia.org/wiki/Bruce_W._Smith
650,Dreamland,1983,https://en.wikipedia.org/wiki/Oz_Scott
651,Murder Rock,1984,https://en.wikipedia.org/wiki/Geretta_Geretta
652,All God's Children,1996,https://en.wikipedia.org/wiki/Sylvia_Rhue
653,Twice as Nice,1989,https://en.wikipedia.org/wiki/Jessie_Maple
654,90210,2013,https://en.wikipedia.org/wiki/Benny_Boom
655,Emmy Awards,0000,https://en.wikipedia.org/wiki/Bill_Miles
656,Odds and Ends,1993,https://en.wikipedia.org/wiki/Michelle_Parkerson
657,Namibia: Independence Now!,1985,https://en.wikipedia.org/wiki/Pearl_Bowser
658,"^ Noble, Barnes &. ""Poker Night: a novel|NOOK Book"". Barnes & Noble. Retrieved February 6, 2020.",2020,https://en.wikipedia.org/wiki/Markus_Redmond
659,When We Rise,2017,https://en.wikipedia.org/wiki/Dianne_Houston
660,Harriet,2019,https://en.wikipedia.org/wiki/Kasi_Lemmons
661,Urban Odyssey,1991,https://en.wikipedia.org/wiki/Michelle_Parkerson
662,"Nominated, ""Best Film""",0000,https://en.wikipedia.org/wiki/Kent_Faulcon
663,Selma,2014,https://en.wikipedia.org/wiki/Ava_DuVernay
664,Black Snake Moan,2006,https://en.wikipedia.org/wiki/John_Singleton
665,"^ ""Sean Weathers"". Classicalite. Retrieved October 12, 2015.",2015,https://en.wikipedia.org/wiki/Sean_Weathers
666,Beats,2019,https://en.wikipedia.org/wiki/Chris_Robinson_(director)
667,"^ a b ""Fathia Absie"". ECHO. Retrieved 30 June 2014.",2014,https://en.wikipedia.org/wiki/Fathia_Absie
668,This Life,1980,https://en.wikipedia.org/wiki/Sidney_Poitier
669,Herbie: Fully Loaded,2005,https://en.wikipedia.org/wiki/Angela_Robinson_(filmmaker)
670,"^ a b c Jeff Byrd, FilmBug",0000,https://en.wikipedia.org/wiki/Jeffrey_W._Byrd
671,Black Like Me,1964,https://en.wikipedia.org/wiki/Raymond_St._Jacques
672,William Blinn (1997),Chris Gerolmo (1996),https://en.wikipedia.org/wiki/Joe_Robert_Cole
673,Festival Of Mask,1982,https://en.wikipedia.org/wiki/Ben_Caldwell_(filmmaker)
674,"^ ""From Beyoncé to the big screen: the whirlwind rise of Melina Matsoukas"". The Economist. November 13, 2019.",2019,https://en.wikipedia.org/wiki/Melina_Matsoukas
675,Unbeatable Harold,2006,https://en.wikipedia.org/wiki/Tim_Russ
676,Tomorrow's Promise,1967,https://en.wikipedia.org/wiki/Edward_Owens_(filmmaker)
677,Ninth Street,1999,https://en.wikipedia.org/wiki/Kevin_Willmott
678,Dallas: The Early Years,1986,https://en.wikipedia.org/wiki/Bill_Duke
679,A Gang Land Love Story,2010,https://en.wikipedia.org/wiki/Greg_Carter_(filmmaker)
680,I'm Gonna Git You Sucka,1988,https://en.wikipedia.org/wiki/Keenen_Ivory_Wayans
681,Cool Breeze,1972,https://en.wikipedia.org/wiki/Raymond_St._Jacques
682,Whiskey Cavalier,2019,https://en.wikipedia.org/wiki/Matthew_A._Cherry
683,Best Cinematography in a Music Video,2011 WMIFF,https://en.wikipedia.org/wiki/Tim_Wilson_(filmmaker)
684,Methadone: Wonder Drug or Evil Spirit,1976,https://en.wikipedia.org/wiki/Jessie_Maple
685,^ Legacy Media Institute.,0000,https://en.wikipedia.org/wiki/Tim_Reid
686,"^ ""UNC Re-Elects Board of Governors"". The News and OBserver. June 12, 2010. p. B2. Retrieved February 7, 2022 – via Newspapers.com.",2010,https://en.wikipedia.org/wiki/Scott_Sanders_(director)
687,Charm City Kings,2020,https://en.wikipedia.org/wiki/Barry_Jenkins
688,Falling Down,1993,https://en.wikipedia.org/wiki/Vondie_Curtis-Hall
689,The Hustle,2013,https://en.wikipedia.org/wiki/Prentice_Penny
690,Independent Spirit Awards,2020,https://en.wikipedia.org/wiki/Channing_Godfrey_Peoples
691,"^ a b ""With '20,000 Leagues,' the National Film Registry Reaches 700"". LOC.gov. Library of Congress. December 14, 2016. Archived from the original on 22 December 2016. Retrieved December 14, 2016.",2016,https://en.wikipedia.org/wiki/Solomon_Sir_Jones
692,The Mask,1994,https://en.wikipedia.org/wiki/Kevin_Grevioux
693,Alone,2017,https://en.wikipedia.org/wiki/Garrett_Bradley_(filmmaker)
694,Butterfly Rising,2011,https://en.wikipedia.org/wiki/Tanya_Wright
695,Black and Blue,2007,https://en.wikipedia.org/wiki/Omowale_Akintunde
696,In Search of Black Female Sexuality in America,2004 - Telly Award for her documentary Silence,https://en.wikipedia.org/wiki/Mya_Baker
697,Porgy and Bess,1959,https://en.wikipedia.org/wiki/Ivan_Dixon
698,"^ James, Antonio. ""Al Sharpton National Action Network, Memphis Chapter Videogrpher"".Al Sharpton Memphis Non Consolidation",0000,https://en.wikipedia.org/wiki/Antonio_D._James
699,The Torry Brothers: A Family Affair,2004,https://en.wikipedia.org/wiki/Leslie_Small
700,"Just Another Girl on the I.R.T, Writer, Director, Producer 1992 Miramax Films",1992,https://en.wikipedia.org/wiki/Leslie_Harris_(director)
701,Uncorked,2020,https://en.wikipedia.org/wiki/Prentice_Penny
702,Storme: Lady of the Jewel Box,1991,https://en.wikipedia.org/wiki/Michelle_Parkerson
703,White Dwarf,2014,https://en.wikipedia.org/wiki/Joe_Robert_Cole
704,Black Panther: Wakanda Forever,2022,https://en.wikipedia.org/wiki/Joe_Robert_Cole
705,Crossroads,1986,https://en.wikipedia.org/wiki/Tim_Russ
706,S.W.A.T.: Firefight,2011,https://en.wikipedia.org/wiki/Benny_Boom
707,List of peace activists,0000,https://en.wikipedia.org/wiki/Danny_Glover
708,'Themes from a Rosary,2010,https://en.wikipedia.org/wiki/Donari_Braxton
709,Hollywood Shuffle,1987,https://en.wikipedia.org/wiki/Damon_Wayans
710,Black Dynamite,2012,https://en.wikipedia.org/wiki/Scott_Sanders_(director)
711,Marshall,2017,https://en.wikipedia.org/wiki/Reginald_Hudlin
712,The Twilight Zone,1960,https://en.wikipedia.org/wiki/Ivan_Dixon
713,Dirty Mind Tour,1980,https://en.wikipedia.org/wiki/Prince_(musician)
714,M*A*S*H,1979,https://en.wikipedia.org/wiki/Larry_%22Flash%22_Jenkins
715,Big Momma's House,2000,https://en.wikipedia.org/wiki/Martin_Lawrence
716,"^ ""BLACK WRITERS AND PRODUCERS ARE WIDENING THEIR FOCUS"". The New York Times. 1983-05-29.",1983,https://en.wikipedia.org/wiki/Topper_Carew
717,Hustle & Flow,2005,https://en.wikipedia.org/wiki/John_Singleton
718,"^ a b c Manconi, David",2009,https://en.wikipedia.org/wiki/Scott_Sanders_(director)
719,"A Burning Beach, Eduardo Machado playwright",1988,https://en.wikipedia.org/wiki/Seret_Scott
720,Chris Rock: Big Ass Jokes,1994,https://en.wikipedia.org/wiki/Chris_Rock
721,The Czar of Black Hollywood,2014,https://en.wikipedia.org/wiki/Bayer_Mack
722,Nappy-Headed Lady,1983,https://en.wikipedia.org/wiki/Melvonna_Ballenger
723,"^ Enis, Matt",2016,https://en.wikipedia.org/wiki/Chester_Novell_Turner
724,List of LGBT people from New York City,0000,https://en.wikipedia.org/wiki/Yoruba_Richen
725,Wild Women Don't Have the Blues,1989,https://en.wikipedia.org/wiki/Pearl_Bowser
726,The Underground Railroad,2021,https://en.wikipedia.org/wiki/Barry_Jenkins
727,The End Again,2014,https://en.wikipedia.org/wiki/Felicia_Pride
728,Rooftops,1989,https://en.wikipedia.org/wiki/Troy_Byer
729,Hard World for Small Things,2016,https://en.wikipedia.org/wiki/Janicza_Bravo
730,Look Who's Talking Too,1990,https://en.wikipedia.org/wiki/Damon_Wayans
731,Midnight Son,2007,https://en.wikipedia.org/wiki/Adam_Davenport
732,Beauty,2005,https://en.wikipedia.org/wiki/Franc_Reyes_(film_director)
733,Graffiti Rock,1984,https://en.wikipedia.org/wiki/Michael_Holman_(filmmaker)
734,Fantastic Four: Rise of the Silver Surfer,2007,https://en.wikipedia.org/wiki/Tim_Story
735,Playing House [12],2005,https://en.wikipedia.org/wiki/Deantoni_Parks
736,Crossing Jordan,2004,https://en.wikipedia.org/wiki/Dianne_Houston
737,Eva's Man,1976,https://en.wikipedia.org/wiki/Anita_W._Addison
738,Baby Boy,2001,https://en.wikipedia.org/wiki/John_Singleton
739,"^ admin. ""WINNERS"". THE PEOPLE'S FILM FESTIVAL. Retrieved 2019-03-12.",2019,https://en.wikipedia.org/wiki/Tricia_Woodgett
740,Three the Hard Way,1974,https://en.wikipedia.org/wiki/Gordon_Parks_Jr.
741,Spaceballs,1987,https://en.wikipedia.org/wiki/Tim_Russ
742,The Lobby,2015,https://en.wikipedia.org/wiki/Fathia_Absie
743,"^ a b Bernstein, Jacob",2014,https://en.wikipedia.org/wiki/Maggie_Betts
744,"Disappearance of Terrance Williams and Felipe Santos – Tyler Perry offered a $200,000 reward for information in the case and has worked to raise publicity for the case.",0000,https://en.wikipedia.org/wiki/Tyler_Perry
745,Bourg-la-folie – writer,1982,https://en.wikipedia.org/wiki/Euzhan_Palcy
746,Man About Town,2006,https://en.wikipedia.org/wiki/Damien_Dante_Wayans
747,Most Wanted,1997,https://en.wikipedia.org/wiki/Keenen_Ivory_Wayans
748,Coach Carter,2005,https://en.wikipedia.org/wiki/Thomas_Carter_(director)
749,"^ Gubrium, Aline; Harper, Krista",2013,https://en.wikipedia.org/wiki/Carroll_Parrott_Blue
750,The Black Candle,2008,https://en.wikipedia.org/wiki/M._K._Asante
751,A Special Friendship,1987,https://en.wikipedia.org/wiki/Richard_Brooks_(actor)
752,Coast to Coast Cheerleaders,2012,https://en.wikipedia.org/wiki/Greg_Carter_(filmmaker)
753,Jeffrey W. Byrd at IMDb,0000,https://en.wikipedia.org/wiki/Jeffrey_W._Byrd
754,Apology,2001,https://en.wikipedia.org/wiki/Seith_Mann
755,Who Framed Roger Rabbit,1988,https://en.wikipedia.org/wiki/Bruce_W._Smith
756,Club Oscar,2005,https://en.wikipedia.org/wiki/Doug_E._Doug
757,"^ ""Sean Weathers"". Channel Awesome. Retrieved October 12, 2015.",2015,https://en.wikipedia.org/wiki/Sean_Weathers
758,Save the Last Dance,2001,https://en.wikipedia.org/wiki/Thomas_Carter_(director)
759,Uptown Saturday Night,1974,https://en.wikipedia.org/wiki/Richard_Pryor
760,"Succubus: Hell-Bent, 2007 horror film directed by Kim Bass. With Gary Busey, David Keith, Lorenzo Lamas",2007,https://en.wikipedia.org/wiki/Kim_Bass
761,^ Miss Black USA - Scholarship Pageant Archived 2008-04-30 at the Wayback Machine,2008,https://en.wikipedia.org/wiki/Safiya_Songhai
762,Ride Along 2,2016,https://en.wikipedia.org/wiki/Tim_Story
763,"Wigger, a Short Film",2008,https://en.wikipedia.org/wiki/Omowale_Akintunde
764,"^ ""Preview: Taylor Ri'chard leaves the corporate world to chase his dream of ""The Final Project"""". ArtsATL. 2016-02-12. Retrieved 2016-03-29.",2016,https://en.wikipedia.org/wiki/Taylor_Ri%27chard
765,Five on the Black Hand Side,1973,https://en.wikipedia.org/wiki/Carl_Franklin
766,Gifted Hands: The Ben Carson Story,2009,https://en.wikipedia.org/wiki/Thomas_Carter_(director)
767,Newlyweeds,2013,https://en.wikipedia.org/wiki/Shaka_King
768,Insecure: Due North,2017,https://en.wikipedia.org/wiki/Pete_Chatmon
769,We the People  2021) (Segment:,tive,https://en.wikipedia.org/wiki/Peter_Ramsey
770,The Up in Smoke Tour,2000,https://en.wikipedia.org/wiki/Philip_Atwell
771,Hill Street Blues,1983,https://en.wikipedia.org/wiki/Oz_Scott
772,Pimp,2018,https://en.wikipedia.org/wiki/Lee_Daniels
773,Knights of the South Bronx,2005,https://en.wikipedia.org/wiki/Dianne_Houston
774,Special Jury Award for Breakthrough Director,2017,https://en.wikipedia.org/wiki/Maggie_Betts
775,The Get-Man,1974,https://en.wikipedia.org/wiki/D%27Urville_Martin
776,Insecure,2016-2021,https://en.wikipedia.org/wiki/Prentice_Penny
777,David Simon and David Mills (2001),Ernest J. Gaines (2000),https://en.wikipedia.org/wiki/Joe_Robert_Cole
778,Alliance of Women Film Journalists,2020,https://en.wikipedia.org/wiki/Channing_Godfrey_Peoples
779,The Gunsaulus Mystery,1921,https://en.wikipedia.org/wiki/Oscar_Micheaux
780,Mulignans,2015,https://en.wikipedia.org/wiki/Shaka_King
781,The New Breed,1962,https://en.wikipedia.org/wiki/Ivan_Dixon
782,Monsters vs. Aliens: Mutant Pumpkins from Outer Space,2009,https://en.wikipedia.org/wiki/Peter_Ramsey
783,Tara,2001,https://en.wikipedia.org/wiki/Leslie_Small
784,In Treatment,0000,https://en.wikipedia.org/wiki/Paris_Barclay
785,The Joe Louis Story,1953,https://en.wikipedia.org/wiki/Ossie_Davis
786,"Meetings, Mustapha Matura playwright",1981,https://en.wikipedia.org/wiki/Seret_Scott
787,David E. Talbert at IMDb,0000,https://en.wikipedia.org/wiki/David_E._Talbert
788,Healing Hurts,1991,https://en.wikipedia.org/wiki/Vondie_Curtis-Hall
789,Cut'n It Up: Chicago,2008,https://en.wikipedia.org/wiki/Pierre_Edwards
790,..But Then She's Betty Carter,1980,https://en.wikipedia.org/wiki/Michelle_Parkerson
791,The Guardian,2002,https://en.wikipedia.org/wiki/Jo_D._Jonz
792,"Come Back, Charleston Blue",1972,https://en.wikipedia.org/wiki/Raymond_St._Jacques
793,"^ BET Networks kicks-off its original movie franchise with the world premiere of ""We Belong Together"". BET Press, June 12, 2018. [2]. Retrieved April 30th, 2020.",2018,https://en.wikipedia.org/wiki/Chris_Stokes_(filmmaker)
794,"In 2005 Russell produced two episodes of Made, a series on MTV.",2005,https://en.wikipedia.org/wiki/Damon_Russell
795,"^ a b c d ""Beti Ellerson: the director"". AFWC. Retrieved 3 October 2020.",2020,https://en.wikipedia.org/wiki/Beti_Ellerson
796,Uncle Tom's Fairy Tales,1969,https://en.wikipedia.org/wiki/Richard_Pryor
797,Beverly Hills Cop,1984,https://en.wikipedia.org/wiki/Damon_Wayans
798,The Hate U Give,2018,https://en.wikipedia.org/wiki/George_Tillman_Jr.
799,413 Hope St. (TV Series),1997,https://en.wikipedia.org/wiki/Damien_Dante_Wayans
800,The Brandon T. Jackson Show,2006,https://en.wikipedia.org/wiki/George_Tillman_Jr.
801,Hangin' with the Homeboys,1991,https://en.wikipedia.org/wiki/Doug_E._Doug
802,Family Fundamentals,2002,https://en.wikipedia.org/wiki/Sylvia_Rhue
803,"^ Chris Stokes directing 1st of 3-picture deal with Viacom. Rollingout.com, April 2018. [1]. Retrieved April 30th, 2020.",2018,https://en.wikipedia.org/wiki/Chris_Stokes_(filmmaker)
804,Jaws: The Revenge,1987,https://en.wikipedia.org/wiki/Melvin_Van_Peebles
805,"Dovey, Lindiwe. African Feminist Engagements with Film",2012,https://en.wikipedia.org/wiki/Akosua_Adoma_Owusu
806,Monique,1992,https://en.wikipedia.org/wiki/Yvonne_Welbon
807,CBS Schoolbreak Special,1995,https://en.wikipedia.org/wiki/Gina_Prince-Bythewood
808,She Hate Me,2004,https://en.wikipedia.org/wiki/Spike_Lee
809,Vegetable Soup,1976,https://en.wikipedia.org/wiki/George_Bowers_(filmmaker)
810,Baby Don't Go Away from Me,1943,https://en.wikipedia.org/wiki/William_Forest_Crouch
811,All You've Got,2005,https://en.wikipedia.org/wiki/Neema_Barnette
812,Passengers,2009,https://en.wikipedia.org/wiki/Zeinabu_irene_Davis
813,The Learning Tree,1969,https://en.wikipedia.org/wiki/Gordon_Parks
814,No Mercy,1988,https://en.wikipedia.org/wiki/Charles_S._Dutton
815,In the Hour of Chaos,2016,https://en.wikipedia.org/wiki/Bayer_Mack
816,"^ ""Charles Randolph-Wright's Biography"". The HistoryMakers. Retrieved 2020-11-12.",2020,https://en.wikipedia.org/wiki/Charles_Randolph-Wright
817,Cinema of Somalia,0000,https://en.wikipedia.org/wiki/Abdisalam_Aato
818,"^ ""Trilogy Films"".",0000,https://en.wikipedia.org/wiki/Dawn_Porter_(filmmaker)
819,Thomasine & Bushrod,1974,https://en.wikipedia.org/wiki/Gordon_Parks_Jr.
820,"^ a b Hughes, Casper",2019,https://en.wikipedia.org/wiki/Boots_Riley
821,Love Is Not Enough,1978,https://en.wikipedia.org/wiki/Bill_Duke
822,"Legally Blonde 2: Red, White & Blonde",2003,https://en.wikipedia.org/wiki/Regina_King
823,Benjamin Glazer (1928),1928–1950,https://en.wikipedia.org/wiki/Barry_Jenkins
824,"^ ""WPDI Whitaker Peace & Development Initiative"". WPDI.",0000,https://en.wikipedia.org/wiki/Forest_Whitaker
825,Compensation[12],1999,https://en.wikipedia.org/wiki/Zeinabu_irene_Davis
826,"^ ""New York Stories: Michael Holman"". Redbull Music Academy. Retrieved 2020-08-09.{{cite web}}:  CS1 maint: url-status",2020,https://en.wikipedia.org/wiki/Michael_Holman_(filmmaker)
827,"Cry, the Beloved Country",1995,https://en.wikipedia.org/wiki/Charles_S._Dutton
828,Standing at the Scratch Line,2016,https://en.wikipedia.org/wiki/Julie_Dash
829,Gun Hill,2014,https://en.wikipedia.org/wiki/Reggie_Rock_Bythewood
830,"^ ""10-movies"". 10-movies. Archived from the original on April 23, 2013. Retrieved December 31, 2012.",2013,https://en.wikipedia.org/wiki/Tyler_Perry
831,Beyond the Lights,2014,https://en.wikipedia.org/wiki/Gina_Prince-Bythewood
832,Miami Vice (TV series),1987,https://en.wikipedia.org/wiki/Seret_Scott
833,The Santa Clause 2,2002,https://en.wikipedia.org/wiki/Aisha_Tyler
834,"^ Field, Allyson; Horak, Jan-Christopher; Stewart, Jacqueline",2015,https://en.wikipedia.org/wiki/Barbara_McCullough
835,9 Rides,2016,https://en.wikipedia.org/wiki/Matthew_A._Cherry
836,The Pagemaster,1994,https://en.wikipedia.org/wiki/Bruce_W._Smith
837,Fatale,2020,https://en.wikipedia.org/wiki/Deon_Taylor
838,Illegal Tender,2007,https://en.wikipedia.org/wiki/John_Singleton
839,"Nelmes, Jill. Introduction to Film Studies",2012,https://en.wikipedia.org/wiki/Akosua_Adoma_Owusu
840,While Black with MK Asante,2019,https://en.wikipedia.org/wiki/M._K._Asante
841,Black-ish,2018-21,https://en.wikipedia.org/wiki/Pete_Chatmon
842,"^ a b ""Sisters of the Screen"". Open Beast. Retrieved 3 October 2020.",2020,https://en.wikipedia.org/wiki/Beti_Ellerson
843,"^ a b ""Taylor Ri'chard"". IMDb. Retrieved 2016-03-29.",2016,https://en.wikipedia.org/wiki/Taylor_Ri%27chard
844,Goliath,2016,https://en.wikipedia.org/wiki/Anthony_Hemingway
845,Invisible,2018,https://en.wikipedia.org/wiki/M._E._Holland
846,Runaway Island,2015,https://en.wikipedia.org/wiki/Dianne_Houston
847,Atypical,2018,https://en.wikipedia.org/wiki/Pete_Chatmon
848,"2 episodes of The Shield: ""Trophy""  2006) and ""String Theory""",2005,https://en.wikipedia.org/wiki/Philip_Atwell
849,Hollywood Shuffle,1987,https://en.wikipedia.org/wiki/Keenen_Ivory_Wayans
850,Life,1999,https://en.wikipedia.org/wiki/Martin_Lawrence
851,Filmstatement,1982,https://en.wikipedia.org/wiki/Zeinabu_irene_Davis
852,"^ a b Ballenger, Melvonna. ""Melvonna Ballenger"". UCLA film and television archive. Retrieved 12 November 2019.",2019,https://en.wikipedia.org/wiki/Melvonna_Ballenger
853,Next Day Air,2009,https://en.wikipedia.org/wiki/Benny_Boom
854,CrazySexyCool: The TLC Story,2013,https://en.wikipedia.org/wiki/Charles_Stone_III
855,Passing Glory (TV movie),1999,https://en.wikipedia.org/wiki/Damien_Dante_Wayans
856,The Kitchen,1975,https://en.wikipedia.org/wiki/Alile_Sharon_Larkin
857,Taxicab Confessions,1999–2001,https://en.wikipedia.org/wiki/Angela_Robinson_(filmmaker)
858,Katmandu,1980,https://en.wikipedia.org/wiki/Deborah_Pratt
859,"^ Hirsh, Marc",2010,https://en.wikipedia.org/wiki/Ted_Lange
860,Compton in C Minor,2007,https://en.wikipedia.org/wiki/Ava_DuVernay
861,Summer of Sam,1999,https://en.wikipedia.org/wiki/Spike_Lee
862,Hidden Colors 2,2012,https://en.wikipedia.org/wiki/Tariq_Nasheed
863,Diary of a Harlem Family,1968,https://en.wikipedia.org/wiki/Gordon_Parks
864,The Inevitable Defeat of Mister & Pete,2013,https://en.wikipedia.org/wiki/George_Tillman_Jr.
865,The Hustle,2008,https://en.wikipedia.org/wiki/Deon_Taylor
866,Dancing in September,2000,https://en.wikipedia.org/wiki/Aisha_Tyler
867,Dionysos – Writer,1984,https://en.wikipedia.org/wiki/Euzhan_Palcy
868,"Suzanne, Suzanne",1982,https://en.wikipedia.org/wiki/Camille_Billops
869,Hallowed Be Thy Name,2020,https://en.wikipedia.org/wiki/Taylor_Ri%27chard
870,Taxi,2004,https://en.wikipedia.org/wiki/Tim_Story
871,BlacKkKlansman,2018,https://en.wikipedia.org/wiki/Jordan_Peele
872,"^ a b ""Project One Films."" What a Difference: Women and Film in the 1970s and 1980s | UCLA Film & Television Archive. Accessed November 15, 2018. https://www.cinema.ucla.edu/la-rebellion/project-one-films.",1970,https://en.wikipedia.org/wiki/Barbara_McCullough
873,Single Parents,2019,https://en.wikipedia.org/wiki/Pete_Chatmon
874,The Woodsman,2004,https://en.wikipedia.org/wiki/Lee_Daniels
875,Split Screen,1997,https://en.wikipedia.org/wiki/Yvonne_Welbon
876,A Man Named Scott,2021,https://en.wikipedia.org/wiki/Kanye_West
877,Missing Relations,1994,https://en.wikipedia.org/wiki/Yvonne_Welbon
878,Black Dynamite,2009,https://en.wikipedia.org/wiki/Scott_Sanders_(director)
879,Comedy Bang! Bang!,2013,https://en.wikipedia.org/wiki/Jerrod_Carmichael
880,How to Eat Your Watermelon in White Company,2005,https://en.wikipedia.org/wiki/Melvin_Van_Peebles
881,Idil Ibrahim,0000,https://en.wikipedia.org/wiki/Abdisalam_Aato
882,BET Honors,2009,https://en.wikipedia.org/wiki/Chris_Robinson_(director)
883,"^ Katz, Richard",1998,https://en.wikipedia.org/wiki/Kim_Bass
884,A Stray,2016,https://en.wikipedia.org/wiki/Fathia_Absie
885,3 Chains o' Gold,1994,https://en.wikipedia.org/wiki/Troy_Byer
886,Close to Danger,0000,https://en.wikipedia.org/wiki/Neema_Barnette
887,New Jack City,1991,https://en.wikipedia.org/wiki/Mario_Van_Peebles
888,Keanu,2016,https://en.wikipedia.org/wiki/Jordan_Peele
889,Brother John,1971,https://en.wikipedia.org/wiki/William_Crain_(filmmaker)
890,The 10th Date,2017,https://en.wikipedia.org/wiki/Dah%C3%A9li_Hall
891,Meet the Blacks,2016,https://en.wikipedia.org/wiki/Deon_Taylor
892,Challenge America With Erin Brockovich,2001,https://en.wikipedia.org/wiki/Roger_Ross_Williams
893,Wracked,2012,https://en.wikipedia.org/wiki/Victoria_Mahoney
894,The Concerto,2014,https://en.wikipedia.org/wiki/Greg_Carter_(filmmaker)
895,Sugar Hill,1993,https://en.wikipedia.org/wiki/Vondie_Curtis-Hall
896,Clockers,1995,https://en.wikipedia.org/wiki/Spike_Lee
897,Captive Heart: The James Mink Story,1996,https://en.wikipedia.org/wiki/Michael_Jai_White
898,Get Some,2010,https://en.wikipedia.org/wiki/Ryan_Coogler
